GEOID,NAME,state,county,tract,pct_age65p,pct_alone65p,poverty_rate,pop_total
36005038500,"Census Tract 385, Bronx County, New York",36,005,038500,6.71,84.1,48.19,4399
36005038600,"Census Tract 386, Bronx County, New York",36,005,038600,17.69,57.94,16.43,9481
36005038700,"Census Tract 387, Bronx County, New York",36,005,038700,4.84,87.45,33.88,3679
36005038800,"Census Tract 388, Bronx County, New York",36,005,038800,16.03,61.95,18.56,2888
36005038900,"Census Tract 389, Bronx County, New York",36,005,038900,5.05,89.13,41.77,5331
36005039000,"Census Tract 390, Bronx County, New York",36,005,039000,6.83,86.09,10.87,2853
36005039100,"Census Tract 391, Bronx County, New York",36,005,039100,11.19,71.92,32.19,7559
36005039200,"Census Tract 392, Bronx County, New York",36,005,039200,7.34,84.57,11.65,1648
36005039300,"Census Tract 393, Bronx County, New York",36,005,039300,9.74,77.79,37.43,8150
36005039400,"Census Tract 394, Bronx County, New York",36,005,039400,11.04,80.98,19.11,5369
36005039500,"Census Tract 395, Bronx County, New York",36,005,039500,8.8,82.35,39.62,4157
36005039600,"Census Tract 396, Bronx County, New York",36,005,039600,13.96,67.92,16.11,4519
36005039700,"Census Tract 397, Bronx County, New York",36,005,039700,8.52,57.3,26.44,3603
36005039800,"Census Tract 398, Bronx County, New York",36,005,039800,9.97,75.68,17.64,4152
36005039901,"Census Tract 399.01, Bronx County, New York",36,005,039901,9.97,72.73,36.58,5639
36005039902,"Census Tract 399.02, Bronx County, New York",36,005,039902,5.08,84.66,31.09,5574
36005040100,"Census Tract 401, Bronx County, New York",36,005,040100,8.09,79.97,34.2,4597
36005040302,"Census Tract 403.02, Bronx County, New York",36,005,040302,11.02,68.16,34.43,5125
36005040303,"Census Tract 403.03, Bronx County, New York",36,005,040303,11.42,73.69,23.35,4335
36005040304,"Census Tract 403.04, Bronx County, New York",36,005,040304,6.1,84.61,40.08,3215
36005040400,"Census Tract 404, Bronx County, New York",36,005,040400,14.46,56.64,11.1,3514
36005040501,"Census Tract 405.01, Bronx County, New York",36,005,040501,11.89,75.58,27.71,4128
36005040502,"Census Tract 405.02, Bronx County, New York",36,005,040502,9.85,77.21,27.61,7293
36005040600,"Census Tract 406, Bronx County, New York",36,005,040600,16.5,66.36,18.61,3613
36005040701,"Census Tract 407.01, Bronx County, New York",36,005,040701,10.19,70.67,31.38,3101
36047079602,"Census Tract 796.02, Kings County, New York",36,047,079602,10.41,77.2,19.83,4949
36047079801,"Census Tract 798.01, Kings County, New York",36,047,079801,10.83,80.77,5.09,3121
36047079802,"Census Tract 798.02, Kings County, New York",36,047,079802,9.93,80.15,10.7,5197
36047080000,"Census Tract 800, Kings County, New York",36,047,080000,22.69,56.04,9.76,3451
36047080200,"Census Tract 802, Kings County, New York",36,047,080200,15.55,70.89,8.86,4764
36047080400,"Census Tract 804, Kings County, New York",36,047,080400,24.28,55.21,13.89,3147
36047080600,"Census Tract 806, Kings County, New York",36,047,080600,12.25,69.81,15.6,3199
36047080800,"Census Tract 808, Kings County, New York",36,047,080800,30.46,64.48,64.1,1668
36047081000,"Census Tract 810, Kings County, New York",36,047,081000,17.62,67.25,19.22,2202
36047081400,"Census Tract 814, Kings County, New York",36,047,081400,20.89,58.65,11.78,2485
36047081600,"Census Tract 816, Kings County, New York",36,047,081600,14.15,68.1,12.8,2594
36047081800,"Census Tract 818, Kings County, New York",36,047,081800,11.86,69.29,10.42,4367
36047082000,"Census Tract 820, Kings County, New York",36,047,082000,8.9,81.78,20.63,5247
36047082200,"Census Tract 822, Kings County, New York",36,047,082200,15.12,72.72,12.96,7257
36047082400,"Census Tract 824, Kings County, New York",36,047,082400,11.65,71.4,11.61,4789
36047082600,"Census Tract 826, Kings County, New York",36,047,082600,14.48,68.68,10.12,4428
36047082800,"Census Tract 828, Kings County, New York",36,047,082800,9.09,74.56,7.29,3797
36047083000,"Census Tract 830, Kings County, New York",36,047,083000,14.22,65.79,12.35,6560
36047083200,"Census Tract 832, Kings County, New York",36,047,083200,24.95,43.15,8.58,2000
36047083400,"Census Tract 834, Kings County, New York",36,047,083400,23.03,57.29,15.05,1524
36047083600,"Census Tract 836, Kings County, New York",36,047,083600,18.9,57.06,14.4,2048
36047083800,"Census Tract 838, Kings County, New York",36,047,083800,25.46,49.87,6.48,2113
36047084000,"Census Tract 840, Kings County, New York",36,047,084000,18.42,51.81,5.88,2703
36047084600,"Census Tract 846, Kings County, New York",36,047,084600,20.7,61.68,1.63,1899
36047084800,"Census Tract 848, Kings County, New York",36,047,084800,18.26,56.91,8.42,1594
36047085000,"Census Tract 850, Kings County, New York",36,047,085000,18.96,51.39,9.07,1609
36047085200,"Census Tract 852, Kings County, New York",36,047,085200,0.0,100.0,0.0,24
36047085400,"Census Tract 854, Kings County, New York",36,047,085400,19.26,61.83,18.2,1994
36047085600,"Census Tract 856, Kings County, New York",36,047,085600,11.78,72.99,18.77,3649
36047085800,"Census Tract 858, Kings County, New York",36,047,085800,20.89,61.96,6.29,2049
36047086000,"Census Tract 860, Kings County, New York",36,047,086000,12.27,74.77,4.98,3480
36047086200,"Census Tract 862, Kings County, New York",36,047,086200,15.78,67.43,15.08,2832
36047086400,"Census Tract 864, Kings County, New York",36,047,086400,14.86,58.11,9.93,2517
36047086600,"Census Tract 866, Kings County, New York",36,047,086600,15.33,64.32,11.49,3106
36047086800,"Census Tract 868, Kings County, New York",36,047,086800,12.35,78.12,15.24,3531
36047087000,"Census Tract 870, Kings County, New York",36,047,087000,18.07,64.45,25.36,2950
36047087200,"Census Tract 872, Kings County, New York",36,047,087200,10.9,75.77,21.48,2836
36047087401,"Census Tract 874.01, Kings County, New York",36,047,087401,15.04,65.03,23.86,3982
36047087600,"Census Tract 876, Kings County, New York",36,047,087600,17.34,63.34,22.58,1770
36047087800,"Census Tract 878, Kings County, New York",36,047,087800,15.29,70.56,21.54,2296
36047088001,"Census Tract 880.01, Kings County, New York",36,047,088001,38.26,37.99,15.28,1887
36047088002,"Census Tract 880.02, Kings County, New York",36,047,088002,18.12,51.56,4.9,1225
36047088200,"Census Tract 882, Kings County, New York",36,047,088200,13.51,67.21,7.28,6152
36047088400,"Census Tract 884, Kings County, New York",36,047,088400,13.68,70.55,31.72,4707
36047088600,"Census Tract 886, Kings County, New York",36,047,088600,15.67,72.84,24.82,3873
36047088800,"Census Tract 888, Kings County, New York",36,047,088800,15.81,67.01,19.01,4060
36047089000,"Census Tract 890, Kings County, New York",36,047,089000,16.25,74.28,13.6,5789
36005040702,"Census Tract 407.02, Bronx County, New York",36,005,040702,14.08,68.77,25.11,6641
36005040800,"Census Tract 408, Bronx County, New York",36,005,040800,7.71,82.92,18.47,4709
36005040900,"Census Tract 409, Bronx County, New York",36,005,040900,17.28,63.13,10.47,3292
36005041100,"Census Tract 411, Bronx County, New York",36,005,041100,12.54,72.61,28.12,3565
36005041300,"Census Tract 413, Bronx County, New York",36,005,041300,5.66,87.91,24.31,8904
36005041400,"Census Tract 414, Bronx County, New York",36,005,041400,16.62,59.54,9.39,5206
36005041500,"Census Tract 415, Bronx County, New York",36,005,041500,11.67,73.57,29.75,6103
36005041800,"Census Tract 418, Bronx County, New York",36,005,041800,10.21,72.85,9.24,3555
36005041900,"Census Tract 419, Bronx County, New York",36,005,041900,6.5,87.22,26.36,6090
36005042000,"Census Tract 420, Bronx County, New York",36,005,042000,11.85,73.4,31.84,4260
36005042100,"Census Tract 421, Bronx County, New York",36,005,042100,7.95,82.88,25.87,5522
36005042200,"Census Tract 422, Bronx County, New York",36,005,042200,16.9,64.87,4.43,2864
36005042300,"Census Tract 423, Bronx County, New York",36,005,042300,9.82,73.93,26.7,4033
36005042400,"Census Tract 424, Bronx County, New York",36,005,042400,15.11,76.07,9.84,2608
36005042500,"Census Tract 425, Bronx County, New York",36,005,042500,6.07,84.34,23.55,6248
36005042600,"Census Tract 426, Bronx County, New York",36,005,042600,19.09,61.2,8.28,7161
36005042800,"Census Tract 428, Bronx County, New York",36,005,042800,35.48,44.09,8.15,1976
36005042901,"Census Tract 429.01, Bronx County, New York",36,005,042901,8.81,80.36,36.0,3224
36005042902,"Census Tract 429.02, Bronx County, New York",36,005,042902,9.24,83.01,26.48,3865
36005043000,"Census Tract 430, Bronx County, New York",36,005,043000,14.22,64.26,22.05,3496
36005043101,"Census Tract 431.01, Bronx County, New York",36,005,043101,12.89,74.84,30.04,5693
36005043102,"Census Tract 431.02, Bronx County, New York",36,005,043102,15.04,76.94,36.82,4615
36005043400,"Census Tract 434, Bronx County, New York",36,005,043400,14.28,68.7,12.96,3796
36005043501,"Census Tract 435.01, Bronx County, New York",36,005,043501,8.72,77.98,39.89,757
36005043502,"Census Tract 435.02, Bronx County, New York",36,005,043502,,,,0
36005043503,"Census Tract 435.03, Bronx County, New York",36,005,043503,,,,0
36005043600,"Census Tract 436, Bronx County, New York",36,005,043600,15.05,70.43,13.23,1927
36005044200,"Census Tract 442, Bronx County, New York",36,005,044200,9.27,76.83,41.11,4022
36005044400,"Census Tract 444, Bronx County, New York",36,005,044400,20.51,51.92,12.88,4472
36005044800,"Census Tract 448, Bronx County, New York",36,005,044800,16.59,60.36,13.97,2068
36005044901,"Census Tract 449.01, Bronx County, New York",36,005,044901,25.2,60.18,5.33,1762
36005044902,"Census Tract 449.02, Bronx County, New York",36,005,044902,15.37,72.79,11.32,2049
36005045101,"Census Tract 451.01, Bronx County, New York",36,005,045101,15.65,76.37,2.05,1521
36005045102,"Census Tract 451.02, Bronx County, New York",36,005,045102,17.4,65.73,2.78,2086
36005045600,"Census Tract 456, Bronx County, New York",36,005,045600,12.29,72.79,2.4,3401
36005045800,"Census Tract 458, Bronx County, New York",36,005,045800,9.95,77.65,39.35,5538
36005046000,"Census Tract 460, Bronx County, New York",36,005,046000,17.09,67.13,24.85,3131
36005046203,"Census Tract 462.03, Bronx County, New York",36,005,046203,41.23,39.43,7.81,7679
36005046204,"Census Tract 462.04, Bronx County, New York",36,005,046204,19.41,54.21,4.06,6569
36005046205,"Census Tract 462.05, Bronx County, New York",36,005,046205,34.82,52.85,13.01,2898
36005046206,"Census Tract 462.06, Bronx County, New York",36,005,046206,35.34,35.59,6.07,4137
36005046207,"Census Tract 462.07, Bronx County, New York",36,005,046207,20.26,60.6,25.39,6450
36005046208,"Census Tract 462.08, Bronx County, New York",36,005,046208,18.92,78.63,8.94,5586
36005046209,"Census Tract 462.09, Bronx County, New York",36,005,046209,5.36,82.79,34.46,4739
36005048401,"Census Tract 484.01, Bronx County, New York",36,005,048401,8.79,72.17,2.78,4062
36005048402,"Census Tract 484.02, Bronx County, New York",36,005,048402,,,,0
36047089200,"Census Tract 892, Kings County, New York",36,047,089200,19.01,64.56,52.19,3224
36047089400,"Census Tract 894, Kings County, New York",36,047,089400,8.26,80.17,41.63,3245
36047089600,"Census Tract 896, Kings County, New York",36,047,089600,11.25,86.15,32.98,3041
36047089800,"Census Tract 898, Kings County, New York",36,047,089800,6.76,82.53,19.51,1907
36047090000,"Census Tract 900, Kings County, New York",36,047,090000,15.75,71.39,35.24,4158
36047090200,"Census Tract 902, Kings County, New York",36,047,090200,13.81,63.24,38.31,3149
36047090600,"Census Tract 906, Kings County, New York",36,047,090600,8.46,84.0,41.86,3311
36047090800,"Census Tract 908, Kings County, New York",36,047,090800,5.92,81.35,65.44,5408
36047091000,"Census Tract 910, Kings County, New York",36,047,091000,26.65,56.95,47.06,4199
36047091200,"Census Tract 912, Kings County, New York",36,047,091200,9.01,78.68,40.01,5549
36047091600,"Census Tract 916, Kings County, New York",36,047,091600,16.46,68.36,38.41,3196
36047091800,"Census Tract 918, Kings County, New York",36,047,091800,15.27,71.27,26.94,2168
36047092000,"Census Tract 920, Kings County, New York",36,047,092000,27.12,63.21,24.92,2227
36047092200,"Census Tract 922, Kings County, New York",36,047,092200,24.73,58.58,11.05,2390
36047092400,"Census Tract 924, Kings County, New York",36,047,092400,9.88,76.35,33.27,2176
36047092800,"Census Tract 928, Kings County, New York",36,047,092800,20.37,60.37,11.54,2764
36047093000,"Census Tract 930, Kings County, New York",36,047,093000,18.67,56.61,11.58,3107
36047093200,"Census Tract 932, Kings County, New York",36,047,093200,42.82,36.54,16.59,1037
36047093400,"Census Tract 934, Kings County, New York",36,047,093400,20.48,60.84,9.58,2495
36047093600,"Census Tract 936, Kings County, New York",36,047,093600,23.75,59.02,6.58,1596
36047093800,"Census Tract 938, Kings County, New York",36,047,093800,16.04,66.49,8.26,2556
36047094401,"Census Tract 944.01, Kings County, New York",36,047,094401,22.91,45.32,13.43,3378
36047094402,"Census Tract 944.02, Kings County, New York",36,047,094402,14.93,71.43,39.72,3127
36047094600,"Census Tract 946, Kings County, New York",36,047,094600,19.26,53.54,5.09,2103
36047095000,"Census Tract 950, Kings County, New York",36,047,095000,22.97,51.47,5.05,2442
36047095400,"Census Tract 954, Kings County, New York",36,047,095400,17.86,62.18,8.33,4082
36047095600,"Census Tract 956, Kings County, New York",36,047,095600,9.86,74.37,9.04,4434
36047095800,"Census Tract 958, Kings County, New York",36,047,095800,18.49,58.01,12.8,3109
36047096000,"Census Tract 960, Kings County, New York",36,047,096000,,,,0
36047096200,"Census Tract 962, Kings County, New York",36,047,096200,7.53,73.57,3.31,1833
36047096400,"Census Tract 964, Kings County, New York",36,047,096400,14.41,66.05,11.22,2034
36047096600,"Census Tract 966, Kings County, New York",36,047,096600,12.14,68.63,12.5,2759
36047096800,"Census Tract 968, Kings County, New York",36,047,096800,10.2,68.32,11.1,1549
36047097000,"Census Tract 970, Kings County, New York",36,047,097000,14.74,70.79,13.17,2713
36047097400,"Census Tract 974, Kings County, New York",36,047,097400,26.55,59.77,18.62,2723
36047098200,"Census Tract 982, Kings County, New York",36,047,098200,12.71,69.8,40.91,4532
36047098400,"Census Tract 984, Kings County, New York",36,047,098400,13.22,68.02,2.0,2163
36047098600,"Census Tract 986, Kings County, New York",36,047,098600,11.26,75.26,9.31,2664
36047098800,"Census Tract 988, Kings County, New York",36,047,098800,17.85,71.99,9.51,3328
36047099000,"Census Tract 990, Kings County, New York",36,047,099000,12.67,67.89,13.52,1697
36047099200,"Census Tract 992, Kings County, New York",36,047,099200,14.08,59.75,9.8,2266
36047099400,"Census Tract 994, Kings County, New York",36,047,099400,14.13,63.41,6.31,1996
36047099600,"Census Tract 996, Kings County, New York",36,047,099600,15.82,53.25,3.46,3762
36047099800,"Census Tract 998, Kings County, New York",36,047,099800,16.86,65.47,4.44,3624
36047100400,"Census Tract 1004, Kings County, New York",36,047,100400,11.81,71.71,6.62,2642
36047100600,"Census Tract 1006, Kings County, New York",36,047,100600,10.45,72.76,9.99,2737
36047100800,"Census Tract 1008, Kings County, New York",36,047,100800,12.29,65.2,8.07,2091
36005050400,"Census Tract 504, Bronx County, New York",36,005,050400,,,,0
36005051601,"Census Tract 516.01, Bronx County, New York",36,005,051601,20.62,65.31,6.25,4322
36005051602,"Census Tract 516.02, Bronx County, New York",36,005,051602,,,,0
36047000100,"Census Tract 1, Kings County, New York",36,047,000100,20.78,66.65,6.1,4539
36047000200,"Census Tract 2, Kings County, New York",36,047,000200,13.91,63.82,37.3,992
36047000301,"Census Tract 3.01, Kings County, New York",36,047,000301,20.26,68.87,7.78,3642
36047000501,"Census Tract 5.01, Kings County, New York",36,047,000501,19.59,61.17,4.81,4486
36047000502,"Census Tract 5.02, Kings County, New York",36,047,000502,18.24,74.11,2.65,2654
36047000700,"Census Tract 7, Kings County, New York",36,047,000700,8.57,83.1,5.08,3899
36047000900,"Census Tract 9, Kings County, New York",36,047,000900,8.34,87.87,2.34,4654
36047001100,"Census Tract 11, Kings County, New York",36,047,001100,1.0,98.17,5.59,1502
36047001300,"Census Tract 13, Kings County, New York",36,047,001300,24.99,63.66,20.45,1917
36047001501,"Census Tract 15.01, Kings County, New York",36,047,001501,5.58,89.87,21.13,4875
36047001502,"Census Tract 15.02, Kings County, New York",36,047,001502,2.69,95.02,20.62,4654
36047001801,"Census Tract 18.01, Kings County, New York",36,047,001801,0.83,,,1920
36047001802,"Census Tract 18.02, Kings County, New York",36,047,001802,,,,0
36047001803,"Census Tract 18.03, Kings County, New York",36,047,001803,,,,0
36047001804,"Census Tract 18.04, Kings County, New York",36,047,001804,,,,0
36047002000,"Census Tract 20, Kings County, New York",36,047,002000,6.39,74.48,31.27,1503
36047002100,"Census Tract 21, Kings County, New York",36,047,002100,3.86,93.45,5.13,5206
36047002200,"Census Tract 22, Kings County, New York",36,047,002200,16.5,66.69,26.9,4284
36047002300,"Census Tract 23, Kings County, New York",36,047,002300,18.0,60.68,56.24,4133
36047002901,"Census Tract 29.01, Kings County, New York",36,047,002901,9.47,77.84,45.84,4528
36047003000,"Census Tract 30, Kings County, New York",36,047,003000,16.7,69.15,8.35,1545
36047003101,"Census Tract 31.01, Kings County, New York",36,047,003101,17.82,82.82,7.18,3468
36047003102,"Census Tract 31.02, Kings County, New York",36,047,003102,,,,0
36047003300,"Census Tract 33, Kings County, New York",36,047,003300,4.73,93.1,11.3,4479
36047003400,"Census Tract 34, Kings County, New York",36,047,003400,15.37,68.74,10.55,3306
36047003500,"Census Tract 35, Kings County, New York",36,047,003500,11.2,83.86,10.22,2080
36047003600,"Census Tract 36, Kings County, New York",36,047,003600,23.81,63.11,13.52,3465
36047003700,"Census Tract 37, Kings County, New York",36,047,003700,1.99,96.99,6.36,2568
36047003800,"Census Tract 38, Kings County, New York",36,047,003800,20.82,63.86,9.14,1335
36047101000,"Census Tract 1010, Kings County, New York",36,047,101000,11.28,72.36,21.9,2376
36047101200,"Census Tract 1012, Kings County, New York",36,047,101200,11.46,73.19,13.18,2261
36047101400,"Census Tract 1014, Kings County, New York",36,047,101400,18.99,63.39,8.36,2143
36047101600,"Census Tract 1016, Kings County, New York",36,047,101600,19.2,53.27,1.89,1599
36047101800,"Census Tract 1018, Kings County, New York",36,047,101800,12.57,66.25,5.25,2228
36047102000,"Census Tract 1020, Kings County, New York",36,047,102000,12.21,74.04,3.34,2285
36047102200,"Census Tract 1022, Kings County, New York",36,047,102200,8.85,77.17,5.33,2157
36047102400,"Census Tract 1024, Kings County, New York",36,047,102400,10.85,69.86,12.79,2323
36047102600,"Census Tract 1026, Kings County, New York",36,047,102600,12.9,70.23,3.54,3001
36047102801,"Census Tract 1028.01, Kings County, New York",36,047,102801,21.79,44.64,3.77,1652
36047102802,"Census Tract 1028.02, Kings County, New York",36,047,102802,,,,0
36047103401,"Census Tract 1034.01, Kings County, New York",36,047,103401,11.95,73.5,37.65,3873
36047103402,"Census Tract 1034.02, Kings County, New York",36,047,103402,,,,0
36047105801,"Census Tract 1058.01, Kings County, New York",36,047,105801,35.25,53.39,38.15,5847
36047105804,"Census Tract 1058.04, Kings County, New York",36,047,105804,28.7,53.55,23.45,6614
36047107001,"Census Tract 1070.01, Kings County, New York",36,047,107001,6.2,88.47,23.96,2613
36047107002,"Census Tract 1070.02, Kings County, New York",36,047,107002,,,,0
36047107003,"Census Tract 1070.03, Kings County, New York",36,047,107003,,,,0
36047107800,"Census Tract 1078, Kings County, New York",36,047,107800,22.77,56.57,11.64,4554
36047109800,"Census Tract 1098, Kings County, New York",36,047,109800,8.24,79.91,23.86,2450
36047110400,"Census Tract 1104, Kings County, New York",36,047,110400,17.59,70.79,22.09,4354
36047110600,"Census Tract 1106, Kings County, New York",36,047,110600,12.17,75.37,40.44,4298
36047111000,"Census Tract 1110, Kings County, New York",36,047,111000,12.0,77.29,34.0,2891
36047111600,"Census Tract 1116, Kings County, New York",36,047,111600,13.08,79.0,21.37,3501
36047111800,"Census Tract 1118, Kings County, New York",36,047,111800,9.81,78.33,24.75,3731
36047112000,"Census Tract 1120, Kings County, New York",36,047,112000,14.1,65.68,26.43,3242
36047112200,"Census Tract 1122, Kings County, New York",36,047,112200,16.68,72.47,35.48,2986
36047112400,"Census Tract 1124, Kings County, New York",36,047,112400,11.14,74.66,20.71,3293
36047112600,"Census Tract 1126, Kings County, New York",36,047,112600,16.98,64.22,26.84,3469
36047112800,"Census Tract 1128, Kings County, New York",36,047,112800,16.33,67.39,36.38,3582
36047113000,"Census Tract 1130, Kings County, New York",36,047,113000,10.46,79.47,19.23,3806
36047113200,"Census Tract 1132, Kings County, New York",36,047,113200,13.53,71.12,10.39,1877
36047113400,"Census Tract 1134, Kings County, New York",36,047,113400,8.37,77.31,38.23,2797
36047114201,"Census Tract 1142.01, Kings County, New York",36,047,114201,18.47,61.85,28.45,1337
36047114202,"Census Tract 1142.02, Kings County, New York",36,047,114202,10.52,71.77,24.12,3052
36047114400,"Census Tract 1144, Kings County, New York",36,047,114400,9.19,70.42,35.28,2580
36047114600,"Census Tract 1146, Kings County, New York",36,047,114600,10.99,72.12,18.45,2856
36047115000,"Census Tract 1150, Kings County, New York",36,047,115000,7.91,80.44,19.69,2717
36047115200,"Census Tract 1152, Kings County, New York",36,047,115200,11.97,66.31,18.47,3049
36047115600,"Census Tract 1156, Kings County, New York",36,047,115600,12.68,72.86,41.71,4181
36047115800,"Census Tract 1158, Kings County, New York",36,047,115800,15.83,67.01,23.95,2760
36047116000,"Census Tract 1160, Kings County, New York",36,047,116000,8.82,79.75,21.89,2630
36047116200,"Census Tract 1162, Kings County, New York",36,047,116200,10.2,70.36,27.7,2706
36047116400,"Census Tract 1164, Kings County, New York",36,047,116400,13.4,69.03,14.04,3507
36047116600,"Census Tract 1166, Kings County, New York",36,047,116600,9.76,79.27,12.08,2992
36047116800,"Census Tract 1168, Kings County, New York",36,047,116800,4.2,92.55,18.7,2118
36047003900,"Census Tract 39, Kings County, New York",36,047,003900,5.94,88.45,11.67,2340
36047004100,"Census Tract 41, Kings County, New York",36,047,004100,12.51,88.03,9.3,3606
36047004300,"Census Tract 43, Kings County, New York",36,047,004300,7.02,87.72,8.87,3662
36047004400,"Census Tract 44, Kings County, New York",36,047,004400,23.88,58.44,4.47,2328
36047004500,"Census Tract 45, Kings County, New York",36,047,004500,12.76,76.21,3.58,3574
36047004600,"Census Tract 46, Kings County, New York",36,047,004600,20.67,62.64,6.79,1282
36047004700,"Census Tract 47, Kings County, New York",36,047,004700,8.42,81.77,6.57,1841
36047004900,"Census Tract 49, Kings County, New York",36,047,004900,19.92,82.13,6.69,2660
36047005000,"Census Tract 50, Kings County, New York",36,047,005000,19.39,63.35,2.41,2243
36047005100,"Census Tract 51, Kings County, New York",36,047,005100,2.45,96.59,3.33,2815
36047005201,"Census Tract 52.01, Kings County, New York",36,047,005201,39.86,42.22,21.83,1603
36047005202,"Census Tract 52.02, Kings County, New York",36,047,005202,29.95,58.19,16.65,2501
36047005301,"Census Tract 53.01, Kings County, New York",36,047,005301,13.77,76.83,15.47,2223
36047005302,"Census Tract 53.02, Kings County, New York",36,047,005302,0.0,100.0,7.69,65
36047005303,"Census Tract 53.03, Kings County, New York",36,047,005303,,,,0
36047005400,"Census Tract 54, Kings County, New York",36,047,005400,18.44,68.14,12.51,3297
36047005601,"Census Tract 56.01, Kings County, New York",36,047,005601,23.3,65.09,8.51,2421
36047005602,"Census Tract 56.02, Kings County, New York",36,047,005602,26.36,62.73,3.36,1787
36047005800,"Census Tract 58, Kings County, New York",36,047,005800,16.06,73.66,13.81,2932
36047005900,"Census Tract 59, Kings County, New York",36,047,005900,9.89,84.73,7.55,1143
36047006000,"Census Tract 60, Kings County, New York",36,047,006000,10.33,71.53,4.38,3262
36047006200,"Census Tract 62, Kings County, New York",36,047,006200,15.62,65.45,15.11,2625
36047006300,"Census Tract 63, Kings County, New York",36,047,006300,11.01,82.94,6.8,1999
36047006400,"Census Tract 64, Kings County, New York",36,047,006400,21.23,57.27,16.2,2996
36047006500,"Census Tract 65, Kings County, New York",36,047,006500,7.0,85.29,6.71,5846
36047006600,"Census Tract 66, Kings County, New York",36,047,006600,11.64,78.92,13.6,3625
36047006700,"Census Tract 67, Kings County, New York",36,047,006700,9.75,82.43,4.4,3980
36047006800,"Census Tract 68, Kings County, New York",36,047,006800,18.86,63.58,18.71,4559
36047006901,"Census Tract 69.01, Kings County, New York",36,047,006901,9.24,86.27,4.16,1732
36047006902,"Census Tract 69.02, Kings County, New York",36,047,006902,8.02,86.93,9.72,2182
36047007000,"Census Tract 70, Kings County, New York",36,047,007000,24.46,57.35,5.09,2392
36047007100,"Census Tract 71, Kings County, New York",36,047,007100,14.72,66.84,26.95,4430
36047007200,"Census Tract 72, Kings County, New York",36,047,007200,7.77,81.1,28.95,1738
36047007400,"Census Tract 74, Kings County, New York",36,047,007400,10.79,71.98,35.3,5328
36047007500,"Census Tract 75, Kings County, New York",36,047,007500,6.19,88.44,6.67,4798
36047007600,"Census Tract 76, Kings County, New York",36,047,007600,12.91,71.35,27.32,5431
36047007700,"Census Tract 77, Kings County, New York",36,047,007700,8.01,84.55,4.79,5330
36047007800,"Census Tract 78, Kings County, New York",36,047,007800,9.48,74.02,14.98,4873
36047008000,"Census Tract 80, Kings County, New York",36,047,008000,13.21,69.87,15.58,3627
36047008200,"Census Tract 82, Kings County, New York",36,047,008200,13.21,67.74,19.21,3627
36047008400,"Census Tract 84, Kings County, New York",36,047,008400,11.55,78.79,15.32,3635
36047008500,"Census Tract 85, Kings County, New York",36,047,008500,12.99,72.01,43.41,7577
36047008600,"Census Tract 86, Kings County, New York",36,047,008600,,,,0
36047008800,"Census Tract 88, Kings County, New York",36,047,008800,13.12,77.86,9.62,2225
36047009001,"Census Tract 90.01, Kings County, New York",36,047,009001,12.47,74.24,18.8,1436
36047009002,"Census Tract 90.02, Kings County, New York",36,047,009002,7.72,77.7,4.15,1334
36047009201,"Census Tract 92.01, Kings County, New York",36,047,009201,9.29,76.54,24.4,2013
36047117000,"Census Tract 1170, Kings County, New York",36,047,117000,6.37,88.24,43.83,2058
36047117201,"Census Tract 1172.01, Kings County, New York",36,047,117201,12.56,68.66,24.48,2190
36047117202,"Census Tract 1172.02, Kings County, New York",36,047,117202,13.71,69.63,9.34,3991
36047117400,"Census Tract 1174, Kings County, New York",36,047,117400,17.04,63.74,19.98,3914
36047117601,"Census Tract 1176.01, Kings County, New York",36,047,117601,6.64,83.43,12.8,3345
36047117602,"Census Tract 1176.02, Kings County, New York",36,047,117602,15.48,73.08,16.49,2693
36047117800,"Census Tract 1178, Kings County, New York",36,047,117800,13.29,67.5,22.75,1686
36047118000,"Census Tract 1180, Kings County, New York",36,047,118000,,,,0
36047118201,"Census Tract 1182.01, Kings County, New York",36,047,118201,6.66,83.17,16.75,2883
36047118202,"Census Tract 1182.02, Kings County, New York",36,047,118202,7.51,78.02,20.97,3477
36047118400,"Census Tract 1184, Kings County, New York",36,047,118400,8.59,79.77,17.78,4817
36047118600,"Census Tract 1186, Kings County, New York",36,047,118600,16.07,63.82,7.42,2943
36047118800,"Census Tract 1188, Kings County, New York",36,047,118800,7.06,79.62,21.62,4758
36047119000,"Census Tract 1190, Kings County, New York",36,047,119000,7.86,79.9,35.34,2227
36047119200,"Census Tract 1192, Kings County, New York",36,047,119200,10.19,83.04,22.21,3043
36047119400,"Census Tract 1194, Kings County, New York",36,047,119400,7.52,86.15,38.91,5362
36047119600,"Census Tract 1196, Kings County, New York",36,047,119600,14.01,68.21,25.6,4832
36047119800,"Census Tract 1198, Kings County, New York",36,047,119800,12.63,81.39,35.27,3175
36047120000,"Census Tract 1200, Kings County, New York",36,047,120000,7.81,79.64,31.01,2652
36047120200,"Census Tract 1202, Kings County, New York",36,047,120200,11.55,64.21,29.88,2078
36047120801,"Census Tract 1208.01, Kings County, New York",36,047,120801,13.56,67.09,18.33,5096
36047120802,"Census Tract 1208.02, Kings County, New York",36,047,120802,11.16,76.9,29.24,4138
36047120803,"Census Tract 1208.03, Kings County, New York",36,047,120803,11.62,84.65,14.9,2203
36047121000,"Census Tract 1210, Kings County, New York",36,047,121000,13.32,65.62,60.39,4203
